"Age","Used.Last.Month.Cosmetics","Used.Last.Month.Perfumes","Used.Last.Month.Skincare","Purchase.Frequency.Cosmetics","Purchase.Frequency.Perfumes","Purchase.Frequency.Skincare","POS.Department.Stores","POS.Boutiques","POS.Duty.Free","POS.Online","Purchase.Amount.Cosmetics","Purchase.Amount.Perfumes","Purchase.Amount.Skincare","Purchase.Touchpoint.Friends.and.Family.Cosmetics","Purchase.Touchpoint.Friends.and.Family.Perfumes","Purchase.Touchpoint.Friends.and.Family.Skincare","Purchase.Touchpoint.Magazines.Cosmetics","Purchase.Touchpoint.Magazines.Perfumes","Purchase.Touchpoint.Magazines.Skincare","Purchase.Touchpoint.Web.Sites.and.Blogs.Cosmetics","Purchase.Touchpoint.Web.Sites.and.Blogs.Perfumes","Purchase.Touchpoint.Web.Sites.and.Blogs.Skincare","Purchase.Touchpoint.POS.Cosmetics","Purchase.Touchpoint.POS.Perfumes","Purchase.Touchpoint.POS.Skincare","Purchase.Touchpoint.Social.Media.Cosmetics","Purchase.Touchpoint.Social.Media.Perfumes","Purchase.Touchpoint.Social.Media.Skincare","Purchase.Touchpoint.TV.Cosmetics","Purchase.Touchpoint.TV.Perfumes","Purchase.Touchpoint.TV.Skincare","Purchase.Touchpoint.OOH.Cosmetics","Purchase.Touchpoint.OOH.Perfumes","Purchase.Touchpoint.OOH.Skincare","Purchase.Touchpoint.Online.Display.Cosmetics","Purchase.Touchpoint.Online.Display.Perfumes","Purchase.Touchpoint.Online.Display.Skincare","Activity.Frequency.Restaurants","Activity.Frequency.Movie.Theater","Activity.Frequency.Theater.and.Shows","Activity.Frequency.Bars.and.Night.Clubs","Activity.Frequency.Excercise","Actitude.Luxury.Category","Actitude.Luxury.Purchases","Actitude.Tendencies.Cosmetics","Actitude.Tendencies.Perfumes","Actitude.Tendencies.Skincare","Brand.Identification.Cosmetics","Brand.Identification.Perfumes","Brand.Identification.Skincare","Purchase.Chanel.Cosmetics","Purchase.Chanel.Perfumes","Purchase.Chanel.Skincare","Marital.Status","Motherhood.Status","Educational.Level","Occupation","Socioeconomic.Status"
45,"Sí","Sí","Sí",3,6,1,1,0,0,0,2000,2000,2000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15,30,90,0,30,"Calidad excepcional","Me gusta sentirme bien","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","MAC","romance de Ralph Lauren","Clinique","No","No","No","Soltera","Sí","Licenciatura / Ensino Superior","EMPLEADA",2
39,"Sí","Sí","Sí",1,1,1,1,1,0,0,500,500,500,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,7,7,90,90,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Clinique","Chance","Lancomê","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
37,"Sí","Sí","Sí",1,3,1,1,0,0,0,500,500,500,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,30,90,90,7,"Prestigio","He trabajado duro para tenerlos","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Lancomê","Acqua di Gioia","Lancomê","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","QFB",2
36,"Sí","No","Sí",1,0,3,1,1,0,0,500,500,500,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,15,15,30,90,7,"Exclusividad","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Clinique","ninguno","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
24,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,2000,500,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,15,90,0,30,"Un precio alto","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","212 sexy","nivea","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
22,"Sí","Sí","Sí",1,6,1,1,1,0,0,500,500,500,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,15,15,90,90,7,"Prestigio","Me gustan los placeres de la vida","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","michel germain","body shop","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
54,"Sí","Sí","Sí",3,3,1,1,0,0,0,500,2000,500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,90,90,0,0,"Calidad excepcional","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","Amarige","SAINT YVES","No","Sí","No","Divorciada/Separada","Sí","Posgrado / Pós-graduação","ESTILISTA",2
34,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,2000,500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30,30,0,90,0,"Un precio alto","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Clinique","CH","Biotherm","Sí","No","No","Casada","Sí","Báscio / Ensino Fundamental","AUTOEMPLEADA",1
42,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,7,90,0,0,15,"Un precio alto","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Estée Lauder","CH","Lancomê","No","No","No","Soltera","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
31,"Sí","Sí","Sí",3,3,6,0,0,0,1,500,2000,500,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,30,90,90,30,7,"Calidad excepcional","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","ck","yves rocher","No","No","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
35,"Sí","Sí","Sí",6,12,6,1,0,0,0,500,2000,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,90,15,0,90,15,"Calidad excepcional","Me gusta sentirme bien","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Estée Lauder","MONTBLANC","Estée Lauder","No","No","No","Casada","No","Posgrado / Pós-graduação","PROFESIONISTA",2
24,"Sí","Sí","Sí",1,3,1,1,1,0,1,2000,2000,500,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,7,15,0,0,7,"Un precio alto","Me gustan los placeres de la vida","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","MAC","No. 5","Clarins","Sí","Sí","No","Soltera","No","Licenciatura / Ensino Superior","DESEMPLEADA",1
37,"Sí","Sí","Sí",12,12,12,1,0,1,0,500,2000,5000,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15,30,0,90,7,"Exclusividad","Me gusta ser diferente","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Otra. ¿Cuál?","CH","Clarins","No","No","No","Casada","No","Posgrado / Pós-graduação","PROFESIONISTA",2
24,"No","Sí","Sí",1,3,1,1,0,0,1,2000,2000,500,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30,90,90,0,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","MAC","Guilty","Clinique","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",1
24,"Sí","Sí","Sí",1,3,1,1,0,0,0,500,2000,500,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,30,90,90,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Generalmente estoy poco familiarizada con las nuevas tendencias","MAC","212 VIP","Clinique","No","Sí","No","Soltera","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
35,"Sí","Sí","Sí",3,3,3,1,0,0,0,500,500,500,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,30,90,0,90,30,"Calidad excepcional","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Chanel","No. 5","Clinique","No","Sí","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
39,"Sí","No","Sí",3,3,1,1,0,0,0,2000,2000,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,30,90,30,7,"Calidad excepcional","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Estée Lauder","Acqua di Gioia","Clinique","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","EMPRESARIA",1
41,"Sí","Sí","Sí",6,12,6,1,1,0,0,500,2000,2000,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,90,15,90,7,7,"Exclusividad","Me gusta sentirme bien","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Generalmente estoy poco familiarizada con las nuevas tendencias","Lancomê","Cool Water","Biotherm","Sí","No","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
39,"Sí","Sí","No",6,12,12,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,90,30,90,90,7,"Un precio alto","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","Chance","Clarins","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
40,"Sí","No","Sí",3,12,6,1,0,1,0,500,2000,500,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,90,30,90,90,30,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Estée Lauder","J'adore","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
31,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,2000,2000,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,90,90,7,"Exclusividad","He trabajado duro para tenerlos","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","MAC","Guess","Avene","No","Sí","Sí","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
54,"Sí","No","Sí",6,0,1,0,0,0,1,500,500,2000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,90,0,90,7,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","No. 5","Nerium","No","No","No","Casada","Sí","Báscio / Ensino Fundamental","AMA DE CASA",2
25,"Sí","Sí","Sí",3,6,3,1,1,0,0,2000,2000,2000,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,30,30,90,7,"Prestigio","Me gusta sentirme bien","Me gusta adelantarme a las tendencias y ser pionera","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","212 VIP","Clinique","No","No","No","Casada","No","Posgrado / Pós-graduação","PROFESIONISTA",2
35,"Sí","Sí","Sí",6,6,3,1,0,0,0,500,2000,500,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,15,15,90,30,7,"Exclusividad","He trabajado duro para tenerlos","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Clinique","Acqua di Gioia","Clinique","No","No","Sí","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
45,"Sí","Sí","Sí",12,12,12,1,0,1,0,500,2000,500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,30,"Calidad excepcional","Me gustan los placeres de la vida","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Clinique","KENSO","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
37,"Sí","Sí","Sí",3,3,3,1,1,0,0,500,2000,500,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,90,15,30,30,7,"Calidad excepcional","Me gusta sentirme bien","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Lancomê","Cool Water","Clinique","Sí","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
42,"Sí","Sí","Sí",1,6,1,1,0,0,1,500,2000,2000,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,15,90,90,90,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adelantarme a las tendencias y ser pionera","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Estée Lauder","Chance","Estée Lauder","Sí","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
40,"Sí","Sí","Sí",3,12,3,1,0,0,0,500,2000,3500,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,30,90,30,7,"Prestigio","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","MAC","CH","vine vera","No","No","No","Casada","No","Posgrado / Pós-graduação","PROFESIONISTA",2
45,"Sí","Sí","Sí",1,3,1,1,1,1,1,500,3500,500,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,15,30,0,90,7,"Exclusividad","Me gustan los placeres de la vida","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","MAC","212 VIP","Clarins","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
25,"Sí","Sí","Sí",6,12,3,1,0,0,0,500,2000,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,7,30,90,30,7,"Exclusividad","Me gustan los placeres de la vida","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Clinique","Cool Water","Biotherm","No","No","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
39,"Sí","Sí","Sí",1,12,1,1,1,0,0,500,2000,2000,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,7,30,90,0,90,"Exclusividad","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Lancomê","Acqua di Gioia","Biotherm","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
45,"Sí","Sí","Sí",1,6,1,1,1,1,0,500,2000,2000,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,7,15,30,30,0,"Calidad excepcional","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","MAC","DKNY","Clinique","Sí","No","Sí","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
23,"Sí","Sí","Sí",3,3,3,0,1,0,0,500,2000,500,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,15,15,90,30,7,"Exclusividad","Me gusta sentirme bien","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","MAC","212 VIP","Clinique","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
23,"Sí","Sí","Sí",6,6,1,1,0,0,0,500,2000,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,90,7,7,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Lancomê","victoria secrets","lubriderm","No","No","No","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",2
53,"Sí","No","Sí",6,0,3,1,0,0,0,500,500,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,30,90,90,90,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Lancomê","No. 5","Lancomê","No","No","No","Soltera","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
46,"Sí","Sí","Sí",3,3,1,1,0,0,0,500,500,500,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,15,15,30,15,30,"Un precio alto","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","curve","cicatricure","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
40,"Sí","Sí","Sí",1,3,1,1,0,0,0,500,500,500,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,30,15,90,90,7,"Exclusividad","Me gusta sentirme bien","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Lancomê","ANMAL ANIMAL","Lancomê","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
35,"Sí","Sí","Sí",6,12,3,1,1,1,0,500,2000,2000,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,15,30,30,90,7,"Calidad excepcional","Me gusta sentirme bien","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Clinique","212 VIP","avenne","Sí","Sí","No","Soltera","Sí","Posgrado / Pós-graduação","PROFESIONISTA",2
27,"Sí","Sí","Sí",3,6,1,1,0,0,1,500,2000,500,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,30,90,30,7,"Un precio alto","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","212 VIP","Otras","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
45,"Sí","Sí","Sí",1,6,6,1,0,0,0,500,2000,500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,90,7,7,"Prestigio","Me gusta sentirme bien","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Dior","Acqua di Gioia","Clinique","Sí","Sí","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
38,"Sí","Sí","Sí",6,12,1,1,1,0,0,500,500,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,15,90,7,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Clinique","paco rabbane, ck","Clinique","No","No","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
29,"Sí","Sí","Sí",6,12,12,1,1,0,0,500,2000,500,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,15,7,30,30,15,"Exclusividad","Me gusta sentirme bien","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Otra. ¿Cuál?","HALLOWEEN","Biotherm","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
43,"Sí","Sí","Sí",3,3,3,1,1,0,0,2000,2000,2000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,90,90,0,0,7,"Exclusividad","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Dior","J'adore","Clarins","Sí","Sí","Sí","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
40,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,2000,500,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,7,30,90,90,7,"Calidad excepcional","Me gustan los placeres de la vida","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","MAC","212 VIP","Biotherm","No","No","No","Casada","Sí","Báscio / Ensino Fundamental","EMPRESARIA",1
44,"No","No","Sí",3,6,1,1,0,0,0,500,500,500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,90,90,0,7,"Un precio alto","Me gustan los placeres de la vida","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Clinique","Amarige","Clinique","No","No","No","Divorciada/Separada","Sí","Báscio / Ensino Fundamental","DESEMPLEADA",1
35,"Sí","Sí","No",6,12,0,1,0,0,0,500,500,500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15,30,90,90,7,"Calidad excepcional","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Otra. ¿Cuál?","Happy","neutrogena","No","No","No","Soltera","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
28,"Sí","Sí","Sí",6,6,1,1,0,0,0,500,500,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30,90,0,0,7,"Calidad excepcional","Me gusta sentirme bien","Me gusta adelantarme a las tendencias y ser pionera","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Clinique","J'adore","Lancomê","No","No","No","Soltera","No","Báscio / Ensino Fundamental","AMA DE CASA",1
37,"Sí","Sí","Sí",1,3,1,1,1,0,1,500,3500,2000,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,15,7,30,15,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Chanel","J'adore","Clinique","Sí","Sí","Sí","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
47,"Sí","Sí","Sí",6,12,1,1,0,0,0,500,2000,500,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,30,30,0,0,0,"Exclusividad","He trabajado duro para tenerlos","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Lancomê","CH","Lancomê","No","No","No","Divorciada/Separada","No","Báscio / Ensino Fundamental","AMA DE CASA",1
