"Age","Used.Last.Month.Cosmetics","Used.Last.Month.Perfumes","Used.Last.Month.Skincare","Purchase.Frequency.Cosmetics","Purchase.Frequency.Perfumes","Purchase.Frequency.Skincare","POS.Department.Stores","POS.Boutiques","POS.Duty.Free","POS.Online","Purchase.Amount.Cosmetics","Purchase.Amount.Perfumes","Purchase.Amount.Skincare","Purchase.Touchpoint.Friends.and.Family.Cosmetics","Purchase.Touchpoint.Friends.and.Family.Perfumes","Purchase.Touchpoint.Friends.and.Family.Skincare","Purchase.Touchpoint.Magazines.Cosmetics","Purchase.Touchpoint.Magazines.Perfumes","Purchase.Touchpoint.Magazines.Skincare","Purchase.Touchpoint.Web.Sites.and.Blogs.Cosmetics","Purchase.Touchpoint.Web.Sites.and.Blogs.Perfumes","Purchase.Touchpoint.Web.Sites.and.Blogs.Skincare","Purchase.Touchpoint.POS.Cosmetics","Purchase.Touchpoint.POS.Perfumes","Purchase.Touchpoint.POS.Skincare","Purchase.Touchpoint.Social.Media.Cosmetics","Purchase.Touchpoint.Social.Media.Perfumes","Purchase.Touchpoint.Social.Media.Skincare","Purchase.Touchpoint.TV.Cosmetics","Purchase.Touchpoint.TV.Perfumes","Purchase.Touchpoint.TV.Skincare","Purchase.Touchpoint.OOH.Cosmetics","Purchase.Touchpoint.OOH.Perfumes","Purchase.Touchpoint.OOH.Skincare","Purchase.Touchpoint.Online.Display.Cosmetics","Purchase.Touchpoint.Online.Display.Perfumes","Purchase.Touchpoint.Online.Display.Skincare","Activity.Frequency.Restaurants","Activity.Frequency.Movie.Theater","Activity.Frequency.Theater.and.Shows","Activity.Frequency.Bars.and.Night.Clubs","Activity.Frequency.Excercise","Actitude.Luxury.Category","Actitude.Luxury.Purchases","Actitude.Tendencies.Cosmetics","Actitude.Tendencies.Perfumes","Actitude.Tendencies.Skincare","Brand.Identification.Cosmetics","Brand.Identification.Perfumes","Brand.Identification.Skincare","Purchase.Chanel.Cosmetics","Purchase.Chanel.Perfumes","Purchase.Chanel.Skincare","Marital.Status","Motherhood.Status","Educational.Level","Occupation","Socioeconomic.Status"
29,"Sí","Sí","Sí",1,3,6,1,0,0,0,500,500,500,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,90,90,90,90,15,"Un precio alto","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","MAC","Cool Water","Clinique","No","No","No","Soltera","No","Báscio / Ensino Fundamental","ESTUDIANTE",2
24,"Sí","Sí","No",3,3,12,1,0,0,1,500,3500,500,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,30,15,90,90,15,"Prestigio","Me gustan los placeres de la vida","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Chanel","Vanilla Fiels","Clinique","Sí","Sí","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
45,"Sí","Sí","Sí",3,6,1,1,0,1,0,500,2000,500,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,30,90,0,15,"Prestigio","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Clinique","No. 5","Clinique","No","Sí","No","Casada","Sí","Posgrado / Pós-graduação","PROFESIONISTA",2
41,"Sí","Sí","Sí",1,3,1,1,1,0,0,500,2000,500,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,30,30,90,30,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","DIAMON PINK","Lancomê","No","No","No","Casada","Sí","Báscio / Ensino Fundamental","EMPLEADA",1
27,"Sí","Sí","Sí",6,6,3,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,7,90,15,30,"Exclusividad","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Lancomê","donna karan","Lancomê","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
37,"Sí","Sí","Sí",6,12,3,1,0,0,0,2000,2000,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,90,90,90,0,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Clinique","J'adore","Clinique","No","No","No","Casada","Sí","Posgrado / Pós-graduação","PROFESIONISTA",1
28,"Sí","Sí","Sí",12,12,3,1,1,0,0,500,2000,2000,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,30,30,90,30,90,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Nunca estoy familiarizada con las nuevas tendencias","Clinique","Miss Dior","Clinique","Sí","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
41,"Sí","Sí","Sí",6,12,3,1,1,0,0,500,2000,500,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,15,30,0,0,7,"Prestigio","Me gusta sentirme bien","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Clinique","rive de gauche","Lancomê","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
44,"Sí","Sí","No",3,3,6,1,1,0,0,500,2000,500,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,30,7,90,90,0,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Estée Lauder","J'adore","Lancomê","No","No","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
48,"Sí","Sí","Sí",6,12,3,1,0,0,0,500,2000,500,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30,15,90,90,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Lancomê","tresor","Lancomê","No","No","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","MAESTRA",1
32,"Sí","Sí","Sí",6,12,6,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,15,0,90,30,"Un precio alto","He trabajado duro para tenerlos","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","MAC","red jeans","Estée Lauder","No","No","No","Casada","No","Posgrado / Pós-graduação","PROFESIONISTA",2
27,"Sí","Sí","Sí",1,3,6,1,0,0,0,500,2000,500,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,15,30,90,30,0,"Calidad excepcional","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","MAC","CH","Clarins","No","Sí","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
23,"Sí","Sí","Sí",3,3,1,1,0,0,0,500,2000,500,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7,7,90,15,7,"Exclusividad","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Clinique","Acqua di Gioia","Clinique","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
25,"Sí","Sí","Sí",6,6,3,1,1,0,0,2000,2000,2000,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,30,7,90,15,7,"Exclusividad","Me gusta sentirme bien","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Clinique","ralp lauren","Clinique","No","No","Sí","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
41,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,500,500,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30,15,0,0,0,"Un precio alto","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Chanel","Chance","Chanel","No","No","No","Soltera","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
34,"Sí","Sí","Sí",6,12,3,1,1,0,0,500,2000,2000,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,15,30,30,7,7,"Prestigio","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","MAC","Be delicious","vichy","No","No","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
31,"Sí","Sí","Sí",1,3,3,1,0,0,0,500,500,500,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15,90,0,30,7,"Exclusividad","Estoy acostumbrada a ellos","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Lancomê","Happy","Lancomê","Sí","Sí","Sí","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
31,"Sí","Sí","Sí",3,3,1,1,0,0,0,500,2000,500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,7,90,30,7,"Un precio alto","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Clinique","Ralph","Clinique","Sí","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
32,"Sí","Sí","Sí",1,1,1,1,1,0,0,500,2000,500,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,15,15,30,30,7,"Un precio alto","Me gusta sentirme bien","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Chanel","No. 5","Clarins","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
46,"Sí","Sí","Sí",1,3,1,1,1,0,0,500,3500,500,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,30,15,90,90,15,"Calidad excepcional","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Estée Lauder","212 VIP","Estée Lauder","Sí","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
34,"Sí","Sí","Sí",1,3,1,1,0,0,0,500,2000,500,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,30,15,30,15,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Lancomê","J'adore","Lancomê","No","No","No","Soltera","No","Báscio / Ensino Fundamental","AUTOEMPLEADA",1
30,"Sí","Sí","Sí",6,6,6,1,0,0,0,500,3500,3500,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,30,90,90,90,7,"Un precio alto","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Lancomê","212 VIP","Clarins","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
31,"Sí","Sí","Sí",6,12,12,1,1,1,0,500,500,2000,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,15,15,0,30,7,"Exclusividad","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Clinique","J'adore","Clinique","No","No","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",1
41,"Sí","Sí","Sí",1,3,1,1,0,0,1,500,2000,2000,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,7,15,90,30,7,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","MAC","212 VIP","Estée Lauder","Sí","No","Sí","Soltera","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
26,"Sí","Sí","Sí",3,12,3,1,0,0,0,500,500,500,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,15,90,90,90,"Un precio alto","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","MAC","212 VIP","Clinique","No","No","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
23,"Sí","Sí","Sí",3,6,3,1,1,0,0,500,500,500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,7,30,30,7,"Prestigio","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Otra. ¿Cuál?","tommy bahama","teatrical","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
31,"Sí","Sí","Sí",12,12,3,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90,90,90,0,90,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Otra. ¿Cuál?","doble nature","nivea","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
40,"Sí","Sí","Sí",12,12,6,1,0,0,1,500,2000,500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,30,90,0,15,"Exclusividad","He trabajado duro para tenerlos","Me gusta adelantarme a las tendencias y ser pionera","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","No. 5","Biotherm","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
29,"Sí","Sí","Sí",3,6,6,1,0,0,1,500,3500,500,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,15,90,30,7,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","MAC","212 VIP","Clinique","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
34,"Sí","Sí","Sí",6,12,6,0,0,0,1,500,2000,2000,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,90,30,90,90,7,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Clinique","hallowen","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
33,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,2000,500,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,30,30,30,90,7,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Lancomê","Acqua di Gioia","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
45,"Sí","Sí","Sí",1,3,1,1,1,0,1,500,2000,2000,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7,7,90,30,15,"Un precio alto","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Lancomê","CH","Clinique","Sí","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
37,"Sí","Sí","Sí",3,6,6,1,0,0,1,500,500,500,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30,7,0,30,7,"Un precio alto","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","MAC","Happy","Biotherm","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
45,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,2000,2000,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15,30,30,0,7,"Exclusividad","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Chanel","Coco Mademoiselle","Clinique","Sí","Sí","No","Soltera","Sí","Posgrado / Pós-graduação","PROFESIONISTA",1
27,"Sí","Sí","Sí",1,3,3,1,0,0,1,2000,3500,2000,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,7,15,15,15,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","MAC","J'adore","Clarins","Sí","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
37,"Sí","Sí","Sí",1,3,1,1,0,0,0,500,500,500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15,30,90,7,0,"Prestigio","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Otra. ¿Cuál?","CH","jafra","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
36,"Sí","Sí","Sí",3,6,3,1,0,0,0,500,500,500,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,30,15,0,90,90,"Calidad excepcional","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Lancomê","212 VIP","Lancomê","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
53,"Sí","Sí","Sí",3,3,1,1,1,0,0,500,500,500,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,30,15,90,0,7,"Exclusividad","Me gusta sentirme bien","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Lancomê","212 VIP","Lancomê","No","No","No","Soltera","Sí","Báscio / Ensino Fundamental","EMPLEADA",1
30,"Sí","Sí","Sí",6,6,3,1,0,1,0,500,3500,2000,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,7,15,90,30,7,"Calidad excepcional","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Clinique","CH","Clarins","No","No","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
44,"Sí","Sí","Sí",3,6,6,1,0,1,0,500,500,500,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,7,30,90,90,90,"Prestigio","Me gustan los placeres de la vida","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Estée Lauder","No. 5","Lancomê","No","No","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
32,"Sí","Sí","Sí",1,3,1,1,0,0,0,500,500,500,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,7,15,90,0,30,"Exclusividad","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Lancomê","CH","Lancomê","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
41,"Sí","Sí","Sí",3,6,6,1,0,0,0,500,2000,500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,15,90,30,15,"Un precio alto","Me gusta sentirme bien","Me gusta adelantarme a las tendencias y ser pionera","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","Dona Karan","Biotherm","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
30,"Sí","Sí","Sí",6,6,3,1,1,0,1,500,2000,500,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,30,90,30,7,"Exclusividad","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Estée Lauder","Chance","Lancomê","No","Sí","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
42,"Sí","Sí","No",3,6,6,1,1,0,0,500,2000,500,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,90,30,90,0,15,"Un precio alto","Me gusta sentirme bien","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","MAC","CH","Biotherm","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
30,"Sí","Sí","No",1,6,12,1,1,0,0,2000,3500,500,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,7,30,90,15,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Lancomê","Cool Water","Lancomê","No","No","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
38,"Sí","Sí","Sí",3,6,1,1,1,0,0,500,500,500,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,15,90,90,90,30,"Prestigio","He trabajado duro para tenerlos","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","MAC","Cool Water","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
26,"Sí","Sí","Sí",3,3,3,1,1,0,0,500,500,500,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,7,30,30,7,7,"Calidad excepcional","Me gusta ser diferente","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","MAC","CH","Clinique","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
32,"Sí","No","Sí",6,12,6,1,0,0,0,500,2000,500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,15,0,90,7,"Un precio alto","He trabajado duro para tenerlos","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","romance","loreal","No","No","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",1
29,"Sí","Sí","Sí",1,3,3,1,0,0,1,500,2000,500,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,7,90,90,15,30,"Calidad excepcional","Me gustan los placeres de la vida","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","MAC","DKNY","Clinique","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","EMPLEADA",1
24,"Sí","Sí","Sí",1,6,1,1,1,1,1,2000,2000,2000,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,7,15,15,15,7,"Exclusividad","Busco la mejor calidad","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Clinique","No. 5","Clinique","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
35,"Sí","Sí","Sí",3,12,1,1,0,0,0,500,500,500,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,90,90,90,90,7,"Un precio alto","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Estée Lauder","Acqua di Gioia","Clinique","No","No","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
34,"Sí","Sí","Sí",12,12,12,1,0,0,0,500,500,500,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,90,30,90,90,90,"Calidad excepcional","He trabajado duro para tenerlos","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Lancomê","212 VIP","Biotherm","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
44,"Sí","Sí","Sí",3,6,3,1,1,0,0,500,500,2000,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,15,15,90,90,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","Clinique","Un jardín al sur de Nilo","Clinique","No","No","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
